virksomhedsRegistreringsId,ejerkreds_aktiv_92,ejerkreds_aktiv_94,virksomhedsoplysninger_21,virksomhedsoplysninger_22,virksomhedsoplysninger_25,virksomhedsoplysninger_24,virksomhedsoplysninger_23,virksomhedsoplysninger_20,ejerkreds_aktiv_10,ejerkreds_aktiv_31,ejerkreds_aktiv_96,ejerkreds_aktiv_47,ejerkreds_aktiv_12,ejerkreds_aktiv_48,ejerkreds_aktiv_50,ejerkreds_aktiv_49,ejerkreds_aktiv_1,ejerkreds_aktiv_130,ejerkreds_aktiv_129,ejerkreds_aktiv_128,ejerkreds_aktiv_127,ejerkreds_aktiv_6,ejerkreds_aktiv_25,ejerkreds_aktiv_26,ejerkreds_aktiv_80,ejerkreds_aktiv_102,ejerkreds_aktiv_78,ejerkreds_ny_32,ejerkreds_aktiv_34,virksomhedsoplysninger_55,virksomhedsoplysninger_54,sagsoplysninger_3,ejerkreds_ny_34,sagsoplysninger_2,sagsoplysninger_30,sagsoplysninger_36,target
4243,0,0,0.0,"-5,00e+06","-1,0e+06","1,65000000000000e-03","25,61500000000000",-500000.0,0.0,11.0,1.0,5,5,1,2,1,12.0,0.0,0.0,0.0,0.0,186.0,"-25518,0000000000",-25518.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-49,0,2,False
4244,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,"-25600,0000000000",-25600.0,,,1,,1.0,9,15,0,1,33,1,1,False
4245,1,0,0.0,"-5,00e+06","-1,0e+06","3,98714285714286e-02","187,60428571428571",0.0,0.0,17.0,3.0,22,3,11,11,11,1.0,1.0,1.0,0.0,0.0,1238.0,"-26448,0000000000",-26890.0,0.0,1.0,0,0.0,0.0,6,10,0,0,-3,0,2,False
4246,1,1,0.0,"-5,00e+06","-1,0e+06","2,36391304347826e-01","59,31043478260870",-500000.0,0.0,32.0,43.0,39,2,13,15,13,13.0,0.0,0.0,0.0,0.0,30.0,"-25708,0000000000",-25851.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-2,0,2,False
4247,0,0,0.0,"-5,00e+06","-1,0e+06","2,80600000000000e-01","60,01000000000001",-500000.0,0.0,4.0,4.0,4,2,2,2,2,2.0,0.0,0.0,0.0,0.0,472.0,"-25567,0000000000",-25567.0,0.0,1.0,0,0.0,0.0,4,5,0,1,0,0,1,False
4250,1,0,0.0,"-5,00e+06","-1,0e+06","1,36846153846154e-01","81,09931623931624",-500000.0,0.0,38.0,107.0,30,4,2,2,2,13.0,0.0,0.0,0.0,0.0,2.0,"-25642,7500000000",-25720.0,0.0,0.0,0,0.0,0.0,5,10,0,0,-3,0,2,True
4252,1,1,0.0,"-5,00e+06","-1,0e+06","5,53000000000000e-02","170,65000000000001",0.0,50000.0,3.0,,4,1,3,3,3,13.0,0.0,0.0,0.0,0.0,626.0,"-25565,0000000000",-25565.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-2,1,2,True
4253,0,0,0.0,"-5,00e+06","-1,0e+06","1,83000000000000e-02","13,44000000000000",-500000.0,0.0,4.0,7.0,6,3,2,2,2,,,,,,,"-25947,0000000000",-26715.0,0.0,0.0,0,0.0,0.0,6,10,0,0,0,0,2,False
4254,1,1,0.0,"-5,00e+06","-1,0e+06","2,70518181818182e-01","82,21909090909091",-500000.0,-50000.0,12.0,7.0,16,1,4,4,2,23.0,0.0,0.0,0.0,0.0,53.0,"-25544,0000000000",-25544.0,0.0,0.0,0,0.0,0.0,8,10,0,0,-23,0,2,False
4255,1,0,200000.0,"-5,00e+06","-1,0e+06","2,13533333333333e-01","438,27444444444444",-500000.0,100000.0,18.0,3.0,18,4,7,7,7,15.0,0.0,0.0,0.0,0.0,354.0,"-25757,0000000000",-26054.0,0.0,0.0,0,0.0,0.0,3,10,0,0,0,1,2,True
4256,1,1,0.0,"-5,00e+06","-1,0e+06","5,00000000000000e-01","82,90000000000001",0.0,50000.0,6.0,,6,2,2,2,1,5.0,2.0,1.0,0.0,0.0,105.0,"-25458,5000000000",-25560.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-70,1,2,True
4257,0,0,,,,,,,0.0,3.0,,4,1,1,1,1,21.0,12.0,1.0,1.0,0.0,1930.0,"-25366,0000000000",-25366.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-49,0,2,True
4258,0,0,-200000.0,"-1,00e+07","-1,0e+06","5,00025000000000e-01","87,79000000000001",-500000.0,0.0,2.0,13.0,12,2,4,5,4,,,,,,,"-25530,0000000000",-25530.0,0.0,0.0,0,0.0,0.0,4,10,0,0,13,0,2,False
4259,0,0,0.0,"0,00e+00","0,0e+00","0,00000000000000e+00","85,00000000000000",0.0,0.0,3.0,5.0,4,2,2,2,2,,,,,,,"-25571,0000000000",-25571.0,0.0,0.0,0,0.0,0.0,7,5,0,1,4,0,1,False
4261,0,0,-200000.0,"-5,00e+06","-1,0e+06","3,03910000000000e-01","37,45700000000000",-500000.0,0.0,10.0,9.0,16,1,7,7,7,15.0,0.0,0.0,0.0,0.0,313.0,"-25470,0000000000",-25470.0,0.0,0.0,0,0.0,0.0,9,10,0,0,-97,0,2,False
4262,0,0,0.0,"-5,00e+06","-1,0e+06","1,73700000000000e-01","55,27000000000000",-500000.0,0.0,3.0,,4,1,3,3,3,3.0,0.0,0.0,0.0,0.0,728.0,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-1,0,2,True
4263,0,0,0.0,"-5,00e+06","-1,0e+06","9,86000000000000e-02","56,43333333333333",-500000.0,0.0,8.0,9.0,8,2,6,6,6,,,,,,,"-25566,5000000000",-25567.0,0.0,0.0,0,0.0,0.0,9,10,0,0,-1,0,2,True
4264,0,0,0.0,"-5,00e+06","-1,0e+06","1,96500000000000e-01","192,74499999999998",-500000.0,0.0,6.0,2.0,5,4,2,2,2,11.0,0.0,0.0,0.0,0.0,2677.0,"-25567,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,9,5,0,1,0,0,1,False
4265,1,1,0.0,"-5,00e+06","-1,0e+06","4,74450000000000e-01","83,06999999999999",-500000.0,0.0,4.0,1.0,6,1,1,1,1,15.0,0.0,0.0,0.0,0.0,49.0,"-25310,0000000000",-25310.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-95,0,2,False
4266,1,0,0.0,"-2,50e+07","-1,0e+07","3,63962655601660e-01","52,19609958506224",-3000000.0,0.0,200.0,104.0,249,27,18,19,17,42.0,4.0,1.0,0.0,0.0,7.0,,,0.0,0.0,1,0.0,0.0,6,5,0,1,26,0,1,False
4267,0,0,,,,,,,,,,1,2,1,1,1,,,,,,,"-25359,0000000000",-25359.0,,,2,,1.0,4,15,0,1,-208,0,1,False
4268,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,1,,,7,5,0,0,-1,0,2,False
4270,1,1,0.0,"-5,00e+06","-1,0e+06","3,34150000000000e-01","386,08600000000001",-500000.0,0.0,5.0,11.0,11,2,3,4,3,6.0,0.0,0.0,0.0,0.0,73.0,"-25493,0000000000",-25493.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-74,0,2,False
4271,1,0,0.0,"-5,00e+06","-1,0e+06","3,11504838709677e-01","90,47854838709678",-500000.0,100000.0,77.0,77.0,71,4,8,8,7,46.0,4.0,1.0,0.0,0.0,26.0,"-25634,5000000000",-26386.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-180,0,2,False
4272,1,0,0.0,"-5,00e+06","-1,0e+06","3,41733913043478e-01","157,86350877192982",-500000.0,50000.0,115.0,65.0,110,9,14,19,13,29.0,0.0,0.0,0.0,0.0,9.0,,,0.0,1.0,2,0.0,0.0,4,10,0,1,22,0,1,False
4274,0,0,0.0,"0,00e+00","0,0e+00","0,00000000000000e+00","24,00000000000000",0.0,0.0,2.0,,3,2,2,2,2,1.0,0.0,0.0,0.0,0.0,184.0,"-25367,0000000000",-25367.0,1.0,1.0,1,0.0,1.0,6,10,0,0,-26,0,2,True
4276,0,0,,,,,,,0.0,2.0,,3,1,2,2,1,13.0,0.0,0.0,0.0,0.0,228.0,"-25553,0000000000",-25553.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-1,0,2,True
4277,1,1,-200000.0,"-5,00e+06","-1,0e+06","1,68550000000000e-01","66,11700000000000",-500000.0,-50000.0,20.0,18.0,31,1,1,2,1,31.0,4.0,2.0,0.0,0.0,4.0,"-25324,0000000000",-25324.0,0.0,0.0,0,0.0,0.0,6,10,1,0,-243,0,2,False
4279,0,0,,,,,,,0.0,1.0,1.0,3,1,3,3,3,,,,,,,"-25567,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,9,10,0,0,0,0,2,False
4280,0,0,0.0,"-5,00e+06","-1,0e+06","3,21050000000000e-01","38,15500000000000",-500000.0,0.0,4.0,1.0,6,1,2,2,2,13.0,0.0,0.0,0.0,0.0,9.0,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-1,0,2,False
4281,1,1,0.0,"-5,00e+06","-1,0e+06","3,50166666666667e-01","158,89733333333334",-500000.0,0.0,44.0,7.0,36,2,9,9,9,30.0,3.0,1.0,0.0,3.0,2.0,"-25427,0000000000",-25427.0,0.0,2.0,0,0.0,0.0,6,10,0,0,-140,0,2,False
4282,1,1,0.0,"-5,00e+06","-1,0e+06","1,94375862068966e-01","134,17241379310346",-500000.0,0.0,30.0,4.0,27,3,2,3,1,27.0,0.0,0.0,0.0,0.0,54.0,"-25556,0000000000",-25556.0,0.0,1.0,0,0.0,0.0,5,10,0,0,-8,0,2,False
4283,0,0,0.0,"-5,00e+06","-1,0e+06","1,37000000000000e-02","11,28000000000000",-500000.0,0.0,3.0,,4,1,3,3,1,14.0,0.0,0.0,0.0,0.0,25.0,"-25542,0000000000",-25542.0,0.0,0.0,0,0.0,0.0,5,10,0,0,-4,0,2,False
4284,0,0,-200000.0,"-5,00e+06","-1,0e+06","6,78675000000000e-01","37,36250000000000",-500000.0,0.0,9.0,8.0,10,3,4,6,4,13.0,0.0,0.0,0.0,0.0,47.0,"-25518,0000000000",-25518.0,0.0,0.0,0,0.0,0.0,5,10,0,0,-28,0,2,False
4285,1,0,-200000.0,"-1,00e+07","-2,0e+06","4,34808411214953e-01","32,59100000000000",-1000000.0,0.0,83.0,68.0,74,12,11,11,10,23.0,3.0,1.0,0.0,0.0,3.0,,,0.0,0.0,3,0.0,0.0,1,5,0,1,-9,1,1,False
4286,0,0,,,,,,,0.0,1.0,,2,1,1,1,1,13.0,0.0,0.0,0.0,0.0,94.0,"-25473,0000000000",-25473.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-14,0,2,True
4288,1,0,0.0,"-5,00e+06","-1,0e+06","3,28244444444444e-01","32,03000000000000",-500000.0,0.0,4.0,31.0,36,2,6,6,3,5.0,0.0,0.0,0.0,0.0,331.0,"-25465,0000000000",-25465.0,0.0,0.0,0,0.0,0.0,1,10,0,0,-102,0,2,False
4289,1,1,200000.0,"-5,00e+06","-2,0e+06","3,31800000000000e-01","136,46387096774194",-500000.0,0.0,31.0,21.0,26,3,5,5,5,39.0,0.0,0.0,0.0,0.0,2.0,"-25567,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,6,10,0,0,0,0,2,False
4290,0,0,0.0,"-5,00e+06","-1,0e+06","5,02025000000000e-01","175,75250000000000",-500000.0,0.0,3.0,7.0,7,2,2,2,2,12.0,0.0,0.0,0.0,0.0,1702.0,"-25561,0000000000",-25561.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-6,0,2,False
4292,1,1,0.0,"0,00e+00","-1,0e+06","2,00000000000000e-01","254,82399999999998",0.0,0.0,4.0,7.0,7,2,3,3,3,11.0,0.0,0.0,0.0,0.0,813.0,"-25564,0000000000",-25564.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-3,0,2,False
4293,0,0,,,,,,,0.0,2.0,,3,1,3,3,3,,,,,,,"-25567,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,7,10,0,0,0,1,2,False
4295,0,0,0.0,"-5,00e+06","-1,0e+06","2,50000000000000e-01","104,92500000000000",0.0,0.0,6.0,,6,2,2,2,2,12.0,0.0,0.0,0.0,0.0,43.0,"-25465,0000000000",-25465.0,0.0,0.0,0,0.0,0.0,9,10,0,0,0,0,2,True
4297,0,0,0.0,"-5,00e+06","-1,0e+06","3,08300000000000e-01","47,12000000000000",-500000.0,0.0,3.0,,4,1,3,3,3,11.0,0.0,0.0,0.0,0.0,1286.0,"-25566,0000000000",-25566.0,0.0,1.0,0,0.0,0.0,7,10,0,0,0,0,2,False
4298,0,0,0.0,"-5,00e+06","-1,0e+06","6,30000000000000e-03","12,42000000000000",-500000.0,0.0,2.0,,4,1,3,3,2,,,,,,,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-1,1,2,False
4299,0,0,-200000.0,"-5,00e+06","-1,0e+06","1,62840000000000e-01","42,57600000000000",-500000.0,0.0,4.0,5.0,8,2,2,4,2,,,,,,,"-25479,0000000000",-25479.0,0.0,0.0,0,0.0,0.0,9,10,0,0,-1,0,2,False
4300,0,1,0.0,"0,00e+00","0,0e+00","0,00000000000000e+00","550,87500000000000",0.0,0.0,11.0,1.0,13,1,10,10,10,12.0,0.0,0.0,0.0,0.0,1352.0,"-25344,0000000000",-25344.0,0.0,0.0,0,0.0,0.0,8,10,0,0,23,0,2,True
4301,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,1,,,9,15,0,1,-67,0,1,False
4304,0,0,-200000.0,"-5,00e+06","-1,0e+06","1,11550000000000e-01","24,41000000000000",-500000.0,0.0,6.0,1.0,6,3,1,2,1,15.0,0.0,0.0,0.0,0.0,94.0,"-25485,0000000000",-25485.0,0.0,0.0,0,0.0,0.0,8,10,0,0,-82,0,2,False
4305,1,0,0.0,"-1,00e+07","-3,0e+06","2,65360204081633e-01","40,31593750000000",-1000000.0,0.0,182.0,,181,5,4,8,2,19.0,1.0,1.0,1.0,1.0,2.0,"-25668,6000000000",-25859.0,0.0,0.0,3,1.0,3.0,4,10,0,0,-42,0,2,True
4306,0,0,,,,,,,0.0,1.0,,2,1,2,2,1,,,,,,,"-25551,0000000000",-25551.0,1.0,1.0,0,0.0,1.0,9,15,0,1,-16,0,1,False
4308,1,1,0.0,"-5,00e+06","-1,0e+06","4,76546153846154e-01","23,57230769230769",-500000.0,50000.0,29.0,35.0,22,2,4,6,4,31.0,0.0,0.0,0.0,0.0,29.0,"-25497,0000000000",-25497.0,0.0,0.0,0,0.0,0.0,0,5,0,1,-70,0,1,False
4309,1,1,200000.0,"-5,00e+06","-1,0e+06","4,42800000000000e-02","322,13399999999996",-500000.0,100000.0,10.0,7.0,11,3,2,2,2,14.0,0.0,0.0,0.0,0.0,1.0,"-25746,3333333333",-26028.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-2,0,2,False
4310,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,1,,,4,5,0,0,0,1,2,True
4311,0,0,,,,,,,0.0,3.0,,4,1,4,4,4,,,,,,,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-1,0,2,False
4312,1,1,0.0,"-5,00e+06","-1,0e+06","1,36980000000000e-01","210,48800000000000",-500000.0,0.0,9.0,1.0,11,1,3,3,3,19.0,0.0,0.0,0.0,0.0,7.0,"-25567,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,6,10,0,0,0,0,2,False
4313,0,0,0.0,"-5,00e+06","-1,0e+06","1,95022222222222e-01","64,27666666666667",-500000.0,0.0,7.0,5.0,10,7,2,2,2,2.0,0.0,0.0,0.0,0.0,517.0,"-25979,7142857143",-26299.0,0.0,0.0,5,0.0,5.0,6,10,0,0,-13,0,2,False
4315,0,0,0.0,"-5,00e+06","0,0e+00","0,00000000000000e+00","422,43000000000001",0.0,0.0,2.0,1.0,4,1,1,3,1,,,,,,,"-25529,0000000000",-25529.0,0.0,1.0,0,0.0,0.0,8,10,0,0,-1,0,2,True
4317,0,0,-200000.0,"-5,00e+06","-1,0e+06","3,02266964285714e-01","37,00750000000000",-500000.0,0.0,36.0,92.0,18,8,2,2,2,28.0,4.0,1.0,0.0,0.0,18.0,,,0.0,0.0,3,0.0,0.0,6,5,1,1,-23,0,1,False
4318,0,0,,,,,,,0.0,2.0,,4,1,3,3,1,13.0,0.0,0.0,0.0,0.0,5.0,"-25562,0000000000",-25562.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-5,0,2,True
4320,0,0,-200000.0,"-5,00e+06","-1,0e+06","1,54333333333333e-02","134,09000000000000",-500000.0,0.0,4.0,1.0,6,1,2,2,1,14.0,0.0,0.0,0.0,0.0,2055.0,"-25553,0000000000",-25553.0,0.0,0.0,0,0.0,0.0,4,10,0,0,2,0,2,False
4321,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,1,,,9,15,0,1,-20,0,1,False
4322,0,0,0.0,"-5,00e+06","-1,0e+06","4,12352173913043e-01","39,06909090909091",-500000.0,0.0,16.0,15.0,25,1,3,4,3,15.0,1.0,1.0,0.0,1.0,31.0,"-25513,0000000000",-25513.0,0.0,0.0,0,0.0,0.0,6,10,1,0,-54,0,2,False
4323,1,1,0.0,"-5,00e+06","-1,0e+06","3,26566666666667e-01","118,53666666666666",-500000.0,0.0,5.0,1.0,7,1,3,3,2,19.0,0.0,0.0,0.0,0.0,241.0,"-25547,0000000000",-25547.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-20,0,2,True
4325,0,0,0.0,"-5,00e+06","-1,0e+06","4,37342857142857e-01","42,85000000000000",-500000.0,0.0,29.0,1.0,20,3,11,13,10,11.0,0.0,0.0,0.0,0.0,45.0,"-25698,0000000000",-25970.0,0.0,0.0,0,0.0,0.0,8,10,0,0,-5,1,2,False
4326,0,0,,,,,,,0.0,2.0,,3,1,3,3,2,,,,,,,"-25559,0000000000",-25559.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-8,0,2,True
4327,1,0,0.0,"-5,00e+06","-1,0e+06","1,80727272727273e-01","187,69272727272727",-500000.0,0.0,6.0,9.0,18,2,3,4,3,11.0,0.0,0.0,0.0,0.0,1114.0,"-25531,0000000000",-25531.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-36,1,2,False
4328,0,0,0.0,"0,00e+00","-1,0e+06","1,00000000000000e+00","192,86000000000001",0.0,0.0,1.0,1.0,3,1,1,1,1,,,,,,,"-25416,0000000000",-25416.0,0.0,0.0,0,0.0,0.0,4,10,0,0,0,0,2,True
4329,1,0,0.0,"-5,00e+06","-1,0e+06","4,26340000000000e-01","76,11799999999999",-500000.0,0.0,10.0,10.0,12,3,2,2,2,15.0,0.0,0.0,0.0,0.0,447.0,"-25542,0000000000",-25542.0,0.0,0.0,0,0.0,0.0,5,5,0,1,-25,0,1,False
4330,0,0,0.0,"-5,00e+06","-1,0e+06","3,33333333333333e-01","46,40000000000000",0.0,0.0,3.0,7.0,9,1,1,1,1,1.0,0.0,0.0,0.0,0.0,199.0,"-25396,0000000000",-25396.0,0.0,0.0,0,0.0,0.0,8,10,0,0,-120,0,2,False
4333,0,0,,,,,,,0.0,1.0,,2,1,2,2,2,,,,,,,"-25564,0000000000",-25564.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-3,0,2,False
4334,0,0,-200000.0,"-1,50e+07","-2,0e+06","2,07222222222222e-01","23,70693548387097",-500000.0,0.0,47.0,25.0,48,5,5,5,5,26.0,5.0,1.0,0.0,0.0,104.0,"-25585,4000000000",-25671.0,0.0,0.0,0,0.0,0.0,9,5,0,0,43,0,2,False
4336,1,0,0.0,"-5,00e+06","-1,0e+06","6,29433333333333e-01","121,74333333333334",0.0,0.0,1.0,3.0,6,1,2,2,1,,,,,,,"-25557,0000000000",-25557.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-10,0,2,True
4337,1,0,0.0,"-5,00e+06","-1,0e+06","2,11531578947368e-01","51,21368421052632",-500000.0,50000.0,21.0,9.0,25,3,5,6,3,15.0,0.0,0.0,0.0,0.0,15.0,"-25551,0000000000",-25551.0,0.0,0.0,0,0.0,0.0,7,5,0,0,-16,0,2,False
4338,1,1,0.0,"-5,00e+06","-1,0e+06","2,98886206896552e-01","192,67500000000001",-500000.0,-50000.0,44.0,32.0,50,3,23,23,23,17.0,6.0,2.0,0.0,0.0,13.0,"-26041,0000000000",-26547.0,0.0,1.0,0,0.0,0.0,4,10,0,0,0,0,2,False
4339,0,0,0.0,"-5,00e+06","-1,0e+06","2,25400000000000e-01","41,12000000000000",-500000.0,0.0,2.0,,3,1,1,1,1,7.0,0.0,0.0,0.0,0.0,509.0,"-25417,0000000000",-25417.0,0.0,0.0,0,0.0,0.0,8,10,0,0,-33,0,2,False
4340,0,0,-200000.0,"-5,00e+06","-1,0e+06","5,38800000000000e-01","21,50000000000000",0.0,0.0,2.0,,2,1,2,2,2,11.0,0.0,0.0,0.0,0.0,1058.0,"-25565,0000000000",-25565.0,0.0,1.0,0,0.0,0.0,4,10,0,0,0,0,2,False
4342,0,0,0.0,"-5,00e+06","-1,0e+06","5,00000000000000e-01","120,33499999999999",0.0,0.0,3.0,1.0,5,2,2,2,2,13.0,0.0,0.0,0.0,0.0,279.0,"-25566,0000000000",-25566.0,0.0,1.0,1,0.0,1.0,6,10,0,0,-1,0,2,False
4343,0,0,0.0,"-5,00e+06","-1,0e+06","4,28700000000000e-01","51,40500000000000",-500000.0,0.0,3.0,1.0,5,1,2,2,1,3.0,0.0,0.0,0.0,0.0,829.0,"-25562,0000000000",-25562.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-5,1,2,True
4345,0,0,,,,,,,0.0,1.0,,2,1,2,2,2,,,,,,,"-25574,0000000000",-25574.0,1.0,1.0,0,0.0,1.0,8,15,0,1,7,0,1,False
4346,0,0,0.0,"0,00e+00","-1,0e+06","1,00000000000000e+00","1,84500000000000",0.0,0.0,10.0,,11,1,7,7,1,11.0,0.0,0.0,0.0,0.0,12.0,"-25545,0000000000",-25545.0,0.0,0.0,0,0.0,0.0,8,10,0,0,-22,0,2,True
4348,0,0,0.0,"-5,00e+06","-2,0e+06","1,19570000000000e-01","18,15900000000000",-1500000.0,0.0,4.0,8.0,6,1,2,2,2,7.0,0.0,0.0,0.0,0.0,174.0,"-25567,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,4,10,0,0,0,1,2,False
4349,1,0,0.0,"-5,00e+06","-1,0e+06","9,84777777777778e-02","72,16555555555556",-500000.0,0.0,11.0,3.0,14,2,3,3,3,27.0,0.0,0.0,0.0,0.0,80.0,"-25750,0000000000",-26024.0,0.0,0.0,0,0.0,0.0,9,10,0,0,-61,0,2,False
4350,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,"-25506,0000000000",-25506.0,,,1,,1.0,7,10,0,0,0,1,2,False
4351,0,0,0.0,"-5,00e+06","-1,0e+06","5,05500000000000e-01","56,36000000000000",-500000.0,0.0,2.0,,3,1,2,2,2,11.0,0.0,0.0,0.0,0.0,1183.0,"-25564,0000000000",-25564.0,0.0,0.0,0,0.0,0.0,5,10,0,0,-3,0,2,False
4352,1,1,0.0,"-5,00e+06","-1,0e+06","3,33680000000000e-01","160,77199999999999",-500000.0,0.0,6.0,15.0,18,2,3,3,1,13.0,0.0,0.0,0.0,0.0,700.0,"-25559,0000000000",-25559.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-8,1,2,False
4353,1,0,0.0,"-5,00e+06","-1,0e+06","1,28045454545455e-01","39,78606060606061",-500000.0,0.0,21.0,19.0,33,3,7,7,6,12.0,0.0,0.0,0.0,0.0,1.0,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,6,10,0,0,3,0,2,False
4354,1,0,-400000.0,"-2,00e+07","-1,0e+06","2,16425000000000e-01","24,04052631578947",-1000000.0,0.0,5.0,38.0,38,2,4,6,4,,,,,,,"-25567,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,4,5,0,1,0,0,1,False
4355,1,1,0.0,"-1,00e+07","-2,0e+06","3,59071698113208e-01","83,52735849056604",-500000.0,100000.0,15.0,57.0,18,3,5,5,4,15.0,0.0,0.0,0.0,0.0,134.0,"-25560,0000000000",-25560.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-7,0,2,False
4356,1,0,0.0,"-5,00e+06","-1,0e+06","3,84600000000000e-01","167,55000000000001",-500000.0,0.0,5.0,1.0,6,2,3,3,3,11.0,0.0,0.0,0.0,0.0,1767.0,"-25567,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,4,5,0,1,0,1,1,False
4357,1,1,0.0,"-5,00e+06","-1,0e+06","1,61238461538462e-01","110,69538461538461",-500000.0,50000.0,3.0,12.0,16,2,3,3,3,14.0,0.0,0.0,0.0,0.0,352.0,"-25575,0000000000",-25575.0,0.0,0.0,0,0.0,0.0,4,5,0,1,8,0,1,False
4358,0,0,0.0,"-5,00e+06","-1,0e+06","2,18000000000000e-02","12,30000000000000",-500000.0,0.0,6.0,6.0,5,2,3,3,1,7.0,0.0,0.0,0.0,0.0,422.0,"-25555,0000000000",-25555.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-12,1,2,False
4359,1,1,0.0,"-5,00e+06","-1,0e+06","5,97777777777778e-03","204,29888888888888",-500000.0,0.0,13.0,11.0,11,3,5,5,2,14.0,2.0,1.0,0.0,0.0,139.0,"-25562,0000000000",-25562.0,0.0,2.0,0,0.0,0.0,4,10,0,0,-5,0,2,False
4360,1,0,0.0,"-5,00e+06","-1,0e+06","5,79500000000000e-02","97,55500000000001",0.0,0.0,1.0,2.0,4,1,1,2,1,,,,,,,"-25502,0000000000",-25502.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-41,0,2,True
4361,1,1,1200000.0,"-5,00e+06","-1,0e+06","1,66666666666667e-01","258,99500000000000",0.0,-50000.0,2.0,3.0,7,1,2,3,2,13.0,0.0,0.0,0.0,0.0,34.0,"-25531,0000000000",-25531.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-36,0,2,True
4362,0,0,0.0,"-5,00e+06","-1,0e+06","3,06250000000000e-01","6,77000000000000",-500000.0,0.0,2.0,4.0,4,2,2,2,2,,,,,,,"-25568,0000000000",-25568.0,0.0,2.0,0,0.0,0.0,9,5,0,1,1,0,1,False
4364,0,0,0.0,"-5,00e+06","-1,0e+06","1,32400000000000e-01","9,75000000000000",-500000.0,0.0,5.0,5.0,4,2,3,3,2,11.0,0.0,0.0,0.0,0.0,256.0,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-1,0,2,False
4365,1,1,200000.0,"-5,00e+06","-1,0e+06","1,99614285714286e-01","227,30285714285716",-500000.0,0.0,7.0,10.0,11,3,4,4,2,11.0,0.0,0.0,0.0,0.0,104.0,"-25576,3333333333",-25595.0,0.0,2.0,0,0.0,0.0,4,10,0,0,0,0,2,False
4366,0,0,0.0,"-5,00e+06","-1,0e+06","7,64685714285714e-01","30,11428571428571",-500000.0,0.0,7.0,5.0,11,3,2,2,2,14.0,0.0,0.0,0.0,0.0,300.0,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,2,5,0,0,-1,1,2,False
4367,1,1,0.0,"-5,00e+06","-1,0e+06","5,73150000000000e-01","123,13750000000000",-500000.0,0.0,3.0,5.0,5,2,2,2,1,12.0,0.0,0.0,0.0,0.0,511.0,"-25547,0000000000",-25547.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-20,1,2,False
4368,0,0,-200000.0,"-5,50e+07","-1,4e+07","2,76087500000000e-01","16,06875000000000",-5000000.0,950000.0,14.0,2.0,15,1,4,4,4,21.0,0.0,0.0,0.0,0.0,50.0,"-25563,0000000000",-25563.0,0.0,1.0,0,0.0,0.0,7,10,0,0,-4,0,2,False
