virksomhedsRegistreringsId,ejerkreds_aktiv_92,ejerkreds_aktiv_94,virksomhedsoplysninger_21,virksomhedsoplysninger_22,virksomhedsoplysninger_25,virksomhedsoplysninger_24,virksomhedsoplysninger_23,virksomhedsoplysninger_20,ejerkreds_aktiv_10,ejerkreds_aktiv_31,ejerkreds_aktiv_96,ejerkreds_aktiv_47,ejerkreds_aktiv_12,ejerkreds_aktiv_48,ejerkreds_aktiv_50,ejerkreds_aktiv_49,ejerkreds_aktiv_1,ejerkreds_aktiv_130,ejerkreds_aktiv_129,ejerkreds_aktiv_128,ejerkreds_aktiv_127,ejerkreds_aktiv_6,ejerkreds_aktiv_25,ejerkreds_aktiv_26,ejerkreds_aktiv_80,ejerkreds_aktiv_102,ejerkreds_aktiv_78,ejerkreds_ny_32,ejerkreds_aktiv_34,virksomhedsoplysninger_55,virksomhedsoplysninger_54,sagsoplysninger_3,ejerkreds_ny_34,sagsoplysninger_2,sagsoplysninger_30,sagsoplysninger_36,target
10289,0,0,,,,,,,0.0,2.0,1.0,4,2,2,2,2,,,,,,,"-25568,0000000000",-25568.0,0.0,0.0,0,0.0,0.0,3,5,0,1,1,0,1,False
10290,0,0,0.0,"-5,00e+06","-1,0e+06","1,60744444444444e-01","95,34222222222222",-500000.0,0.0,3.0,7.0,10,1,2,2,2,4.0,0.0,0.0,0.0,0.0,1337.0,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,6,10,0,0,0,0,2,False
10291,0,0,0.0,"0,00e+00","-1,0e+06","1,00000000000000e+00","61,82000000000000",0.0,-50000.0,2.0,,3,1,2,2,2,,,,,,,"-25564,0000000000",-25564.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-3,0,2,True
10292,0,1,0.0,"-5,00e+06","-1,0e+06","1,79775000000000e-01","95,24499999999999",-500000.0,0.0,2.0,4.0,7,1,2,2,1,2.0,0.0,0.0,0.0,0.0,966.0,"-25538,0000000000",-25538.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-1,0,2,True
10293,1,1,0.0,"-3,50e+07","-4,0e+06","2,30985000000000e-01","39,23500000000000",-2500000.0,0.0,30.0,,28,2,2,3,1,21.0,1.0,0.0,0.0,0.0,15.0,"-25478,0000000000",-25478.0,0.0,0.0,0,0.0,0.0,6,10,0,0,0,0,2,False
10295,1,1,0.0,"-5,00e+06","-1,0e+06","2,34600769230769e-01","22,16291338582677",-500000.0,-50000.0,151.0,11.0,143,2,36,40,35,45.0,5.0,2.0,1.0,0.0,14.0,"-25565,5000000000",-25653.0,0.0,0.0,0,0.0,0.0,5,10,0,0,-89,0,2,False
10296,1,1,800000.0,"-5,00e+06","-1,0e+06","3,63069230769231e-01","281,37769230769231",0.0,500000.0,18.0,8.0,19,2,6,6,1,13.0,0.0,0.0,0.0,0.0,6.0,"-25559,0000000000",-25559.0,0.0,0.0,0,0.0,0.0,6,10,1,0,-8,0,2,False
10297,0,1,0.0,"-5,00e+06","-1,0e+06","4,65000000000000e-02","27,31000000000000",-500000.0,0.0,3.0,1.0,5,2,2,3,2,1.0,0.0,0.0,0.0,0.0,1789.0,"-25542,0000000000",-25542.0,0.0,0.0,1,0.0,1.0,8,10,0,0,-25,1,2,False
10299,1,1,-400000.0,"-1,50e+07","-1,0e+06","2,01200000000000e-01","78,94400000000000",-500000.0,0.0,10.0,3.0,14,4,4,4,3,13.0,0.0,0.0,0.0,0.0,44.0,"-25540,0000000000",-25615.0,0.0,0.0,1,0.0,1.0,5,10,0,0,-52,0,2,False
10301,0,0,-200000.0,"-5,00e+06","-1,0e+06","3,43450000000000e-01","82,07500000000000",-500000.0,0.0,3.0,3.0,7,1,3,3,2,1.0,0.0,0.0,0.0,0.0,1819.0,"-25567,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,6,10,0,0,0,0,2,False
10302,1,1,0.0,"-5,00e+06","-1,0e+06","4,23950000000000e-01","68,33750000000001",-500000.0,0.0,5.0,1.0,7,1,2,2,2,7.0,0.0,0.0,0.0,0.0,723.0,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,3,10,0,0,0,0,2,False
10303,1,0,0.0,"-5,00e+06","-2,0e+06","1,30671428571429e-01","33,99285714285715",-1500000.0,0.0,6.0,6.0,9,3,2,2,2,,,,,,,"-25238,0000000000",-25238.0,0.0,0.0,0,0.0,0.0,8,10,0,0,-75,0,2,True
10304,0,1,0.0,"-5,00e+06","-1,0e+06","4,17675000000000e-01","36,50250000000000",-500000.0,0.0,2.0,9.0,9,2,3,3,3,,,,,,,"-25567,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,5,5,0,1,0,0,1,False
10305,0,0,,,,,,,0.0,1.0,,2,1,2,2,2,,,,,,,"-25563,0000000000",-25563.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-4,0,2,True
10306,1,1,200000.0,"-5,00e+06","-1,0e+06","2,87066666666667e-01","94,38666666666667",-500000.0,0.0,2.0,8.0,11,1,2,2,2,11.0,0.0,0.0,0.0,0.0,454.0,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-1,0,2,False
10307,0,0,0.0,"-5,00e+06","-1,0e+06","2,45200000000000e-01","14,83000000000000",-500000.0,0.0,3.0,1.0,5,1,3,3,3,,,,,,,"-25564,0000000000",-25564.0,1.0,1.0,0,0.0,0.0,7,10,0,0,-3,0,2,False
10308,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,"-25562,0000000000",-25562.0,,,1,,1.0,7,15,0,1,-5,0,1,False
10310,0,0,-200000.0,"-1,00e+07","-1,0e+06","4,94500000000000e-02","22,17500000000000",-500000.0,0.0,3.0,5.0,7,1,2,2,2,11.0,0.0,0.0,0.0,0.0,141.0,"-25565,0000000000",-25565.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-2,0,2,False
10311,0,0,0.0,"-5,00e+06","-1,0e+06","2,69050000000000e-01","26,55500000000000",-500000.0,50000.0,3.0,,4,1,1,1,1,9.0,0.0,0.0,0.0,0.0,4.0,"-25394,0000000000",-25394.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-80,1,2,False
10312,0,0,0.0,"-5,00e+06","-1,0e+06","3,05000000000000e-03","64,95000000000000",0.0,0.0,3.0,,4,1,2,2,2,6.0,1.0,0.0,0.0,0.0,245.0,"-25560,0000000000",-25560.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-7,0,2,False
10313,0,1,0.0,"-5,00e+06","-1,0e+06","2,79900000000000e-01","16,91000000000000",-500000.0,0.0,2.0,1.0,4,1,1,1,1,,,,,,,"-25311,0000000000",-25311.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-165,0,2,False
10314,1,1,0.0,"-5,00e+06","-1,0e+06","1,99877777777778e-01","56,78111111111111",-500000.0,-50000.0,19.0,,20,1,6,7,6,18.0,1.0,1.0,0.0,0.0,7.0,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,5,10,0,0,-1,0,2,True
10315,0,0,0.0,"-5,00e+06","-1,0e+06","3,33333333333333e-01","9,38666666666667",0.0,0.0,2.0,3.0,4,2,2,2,1,,,,,,,"-25556,0000000000",-25556.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-11,0,2,False
10317,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,"-25567,0000000000",-25567.0,,,1,,1.0,4,15,0,1,0,0,1,False
10318,1,1,200000.0,"-5,00e+06","0,0e+00","0,00000000000000e+00","477,05000000000001",0.0,0.0,1.0,1.0,3,1,1,1,1,,,,,,,"-25388,0000000000",-25388.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-179,0,2,False
10319,1,1,0.0,"-5,00e+06","-1,0e+06","2,67214285714286e-01","132,64857142857144",-500000.0,0.0,8.0,2.0,9,2,2,2,2,12.0,0.0,0.0,0.0,0.0,150.0,"-25555,0000000000",-25555.0,0.0,0.0,0,0.0,0.0,4,5,0,1,-12,0,1,True
10320,0,0,0.0,"-5,00e+06","-1,0e+06","5,00000000000000e-01","5,00000000000000",-500000.0,0.0,3.0,1.0,5,1,3,3,2,,,,,,,"-25561,0000000000",-25561.0,0.0,0.0,0,0.0,0.0,4,10,0,0,0,0,2,False
10321,0,0,0.0,"0,00e+00","-1,0e+06","1,00000000000000e+00",,0.0,0.0,2.0,1.0,3,2,2,2,2,,,,,,,"-25599,0000000000",-25599.0,0.0,0.0,0,0.0,0.0,4,5,0,1,32,0,1,False
10322,1,1,0.0,"-5,00e+06","-1,0e+06","2,92841304347826e-01","41,86976190476191",-500000.0,0.0,93.0,39.0,69,4,33,34,33,17.0,0.0,0.0,0.0,0.0,21.0,"-25556,2500000000",-25701.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-59,0,2,False
10323,0,0,0.0,"-5,00e+06","-1,0e+06","5,67166666666667e-01","14,25000000000000",-500000.0,0.0,3.0,1.0,5,1,2,2,2,2.0,0.0,0.0,0.0,0.0,399.0,"-25565,0000000000",-25565.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-2,0,2,False
10324,0,0,,,,,,,0.0,1.0,,2,1,2,2,1,,,,,,,"-25542,0000000000",-25542.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-25,0,2,True
10327,0,0,0.0,"-5,00e+06","-1,0e+06","3,68866666666667e-01","72,77000000000000",-500000.0,0.0,8.0,1.0,9,2,3,3,3,12.0,0.0,0.0,0.0,0.0,51.0,"-25581,5000000000",-25598.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-2,0,2,False
10328,1,1,200000.0,"-5,00e+06","-1,0e+06","1,85433333333333e-01","307,99333333333334",-500000.0,0.0,2.0,3.0,6,1,3,3,2,13.0,0.0,0.0,0.0,0.0,28.0,"-25539,0000000000",-25539.0,0.0,0.0,0,0.0,0.0,5,10,0,0,0,0,2,True
10329,0,0,-200000.0,"-5,00e+06","-1,0e+06","4,71883333333333e-01","37,75666666666667",-500000.0,0.0,5.0,4.0,10,2,4,4,1,11.0,0.0,0.0,0.0,0.0,465.0,"-25553,0000000000",-25553.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-1,0,2,False
10330,0,0,,,,,,,0.0,2.0,,3,1,3,3,1,13.0,0.0,0.0,0.0,0.0,15.0,"-25541,0000000000",-25541.0,0.0,0.0,0,0.0,0.0,4,10,0,0,55,0,2,False
10333,0,0,0.0,"-5,00e+06","-1,0e+06","5,68957142857143e-01","7,79142857142857",-500000.0,0.0,4.0,7.0,6,2,2,2,2,,,,,,,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,0,10,0,0,-1,0,2,False
10334,0,0,,,,,,,,,,2,1,2,2,2,,,,,,,"-25479,0000000000",-25479.0,,,1,,0.0,6,5,0,0,-43,0,2,False
10335,0,1,0.0,"-5,00e+06","-1,0e+06","2,29000000000000e-01","3,92000000000000",-500000.0,0.0,10.0,,6,2,1,1,1,13.0,0.0,0.0,0.0,0.0,115.0,"-25227,0000000000",-25227.0,0.0,0.0,0,0.0,0.0,8,10,0,0,-159,0,2,False
10337,0,0,-200000.0,"-5,00e+06","-1,0e+06","5,27350000000000e-01","83,33333333333334",-500000.0,0.0,5.0,6.0,10,2,3,3,1,12.0,0.0,0.0,0.0,0.0,2083.0,"-25559,0000000000",-25559.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-8,0,2,False
10338,0,0,0.0,"-1,00e+07","-1,0e+06","2,66666666666667e-04","38,10000000000000",-500000.0,0.0,5.0,,5,5,2,2,2,4.0,0.0,0.0,0.0,0.0,178.0,"-25564,0000000000",-25564.0,0.0,1.0,3,0.0,3.0,7,10,0,0,-3,0,2,False
10339,0,0,0.0,"-5,00e+06","-1,0e+06","1,78666666666667e-01","12,92666666666667",-500000.0,0.0,5.0,5.0,5,2,3,3,2,16.0,0.0,0.0,0.0,0.0,4.0,"-25561,0000000000",-25561.0,0.0,0.0,0,0.0,0.0,4,10,0,0,0,0,2,False
10340,1,0,200000.0,"0,00e+00","0,0e+00","0,00000000000000e+00","500,57999999999998",0.0,0.0,1.0,2.0,4,1,2,2,2,,,,,,,"-25560,0000000000",-25560.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-7,0,2,False
10343,0,0,0.0,"-5,00e+06","-1,0e+06","3,19200000000000e-01","25,93666666666667",-500000.0,0.0,16.0,32.0,11,2,1,2,1,4.0,0.0,0.0,0.0,0.0,1223.0,"-25491,0000000000",-25491.0,0.0,0.0,0,0.0,0.0,5,10,0,0,-45,0,2,False
10344,0,0,0.0,"-5,00e+06","-1,0e+06","3,99980000000000e-01","202,50600000000000",0.0,0.0,7.0,6.0,12,4,5,5,5,13.0,0.0,0.0,0.0,0.0,551.0,"-25865,0000000000",-26927.0,0.0,0.0,0,0.0,0.0,8,10,0,0,-1,0,2,True
10345,0,0,0.0,"-5,00e+06","-1,0e+06","2,88400000000000e-01","30,00000000000000",-500000.0,0.0,9.0,9.0,15,3,3,4,3,1.0,0.0,0.0,0.0,0.0,416.0,"-25505,0000000000",-25505.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-62,0,2,True
10346,0,1,0.0,"-5,00e+06","-1,0e+06","1,44344444444444e-01","57,55666666666666",-500000.0,0.0,8.0,8.0,15,2,4,4,4,12.0,0.0,0.0,0.0,0.0,639.0,"-25583,0000000000",-25583.0,0.0,0.0,0,0.0,0.0,8,5,0,1,16,0,1,False
10348,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,1,,,9,15,0,1,21,0,1,False
10349,0,0,,,,,,,0.0,4.0,,3,2,1,3,1,,,,,,,"-25537,0000000000",-25537.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-30,0,2,False
10350,1,1,,,,,,,0.0,2.0,1.0,4,4,3,3,2,,,,,,,"-26000,5000000000",-26443.0,0.0,0.0,3,0.0,3.0,6,10,0,0,-9,0,2,True
10351,0,0,0.0,"-5,00e+06","-1,0e+06","2,40433333333333e-01","164,74000000000001",-500000.0,0.0,1.0,5.0,7,1,1,1,1,,,,,,,"-25476,0000000000",-25476.0,0.0,1.0,0,0.0,0.0,6,10,0,0,-1,0,2,False
10352,0,0,-200000.0,"-5,00e+06","-1,0e+06","3,39025000000000e-01","38,74750000000000",-500000.0,0.0,4.0,1.0,6,1,2,2,1,5.0,0.0,0.0,0.0,0.0,2975.0,"-25546,0000000000",-25546.0,0.0,0.0,0,0.0,0.0,3,10,0,0,0,1,2,False
10353,0,0,,,,,,,0.0,2.0,,3,1,3,3,3,,,,,,,"-25565,0000000000",-25565.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-2,1,2,False
10354,1,1,0.0,"-5,00e+06","-1,0e+06","5,64100000000000e-01","251,45124999999999",-500000.0,300000.0,8.0,1.0,10,1,1,2,1,11.0,0.0,0.0,0.0,0.0,289.0,"-25537,0000000000",-25537.0,0.0,0.0,0,0.0,0.0,5,10,0,0,-30,0,2,True
10355,0,0,-200000.0,"-5,00e+06","-1,0e+06","4,87000000000000e-02","27,64857142857143",-500000.0,0.0,16.0,3.0,12,3,5,6,5,13.0,0.0,0.0,0.0,0.0,1.0,"-25559,0000000000",-25559.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-8,0,2,False
10358,0,0,0.0,"0,00e+00","0,0e+00","0,00000000000000e+00","196,50000000000000",0.0,0.0,1.0,1.0,3,1,2,2,2,,,,,,,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-1,1,2,True
10359,0,0,0.0,"-5,00e+06","-1,0e+06","3,54080000000000e-01","196,03399999999999",-500000.0,0.0,3.0,4.0,8,1,3,3,2,3.0,0.0,0.0,0.0,0.0,488.0,"-25557,0000000000",-25557.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-10,0,2,False
10360,1,1,0.0,"-5,00e+06","-1,0e+06","3,28076470588235e-01","298,55294117647060",-500000.0,0.0,10.0,8.0,15,2,2,2,2,5.0,0.0,0.0,0.0,0.0,320.0,"-25423,0000000000",-25423.0,0.0,0.0,0,0.0,0.0,5,10,0,0,-52,0,2,False
10361,0,0,0.0,"-5,00e+06","-1,0e+06","4,06050000000000e-01","47,87500000000000",0.0,0.0,3.0,1.0,5,2,3,3,3,,,,,,,"-25575,0000000000",-25590.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-7,1,2,False
10362,0,0,,,,,,,0.0,2.0,,2,2,2,2,2,,,,,,,"-25567,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,4,5,0,1,0,0,1,False
10363,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,1,,,9,15,0,0,0,0,2,False
10364,0,0,0.0,"0,00e+00","-1,0e+06","1,00000000000000e+00",,0.0,0.0,4.0,,5,1,2,2,2,7.0,0.0,0.0,0.0,0.0,166.0,"-25565,0000000000",-25565.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-2,0,2,False
10365,1,1,0.0,"-5,00e+06","-1,0e+06","1,25033333333333e-01","79,15666666666667",-500000.0,0.0,2.0,2.0,5,1,2,2,1,13.0,0.0,0.0,0.0,0.0,22.0,"-25545,0000000000",-25545.0,0.0,0.0,0,0.0,0.0,6,10,1,0,-22,0,2,False
10366,0,0,0.0,"-5,00e+06","0,0e+00","0,00000000000000e+00","694,89999999999998",0.0,0.0,3.0,,5,2,2,2,2,12.0,0.0,0.0,0.0,0.0,2333.0,"-25567,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,7,5,0,1,0,0,1,False
10368,0,1,0.0,"-5,00e+06","0,0e+00","0,00000000000000e+00","80,29000000000001",0.0,0.0,2.0,,3,1,2,2,1,25.0,0.0,0.0,0.0,0.0,5.0,"-25549,0000000000",-25549.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-18,1,2,False
10369,0,0,-200000.0,"-5,00e+06","-1,0e+06","0,00000000000000e+00","38,08000000000000",0.0,0.0,3.0,1.0,5,1,3,3,3,,,,,,,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-1,0,2,False
10370,0,0,0.0,"-5,00e+06","-1,0e+06","8,73333333333333e-03","15,18000000000000",-500000.0,0.0,3.0,,5,1,2,2,2,2.0,0.0,0.0,0.0,0.0,858.0,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-1,1,2,False
10371,1,0,0.0,"0,00e+00","0,0e+00","0,00000000000000e+00","453,73000000000002",0.0,0.0,3.0,1.0,5,1,4,4,4,,,,,,,"-25564,0000000000",-25564.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-3,1,2,True
10372,1,0,0.0,"-5,00e+06","-1,0e+06","3,23050000000000e-01","104,95250000000000",-500000.0,0.0,11.0,5.0,13,3,8,8,8,1.0,0.0,0.0,0.0,0.0,596.0,"-25765,0000000000",-25904.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-14,1,2,True
10373,1,1,200000.0,"-5,00e+06","-1,0e+06","2,90492063492063e-01","113,23190118152525",-500000.0,0.0,2245.0,36.0,2264,3,924,944,910,39.0,9.0,4.0,1.0,5.0,2.0,"-25562,0000000000",-25567.0,0.0,0.0,0,0.0,0.0,4,10,0,0,0,0,2,True
10374,0,0,-200000.0,"0,00e+00","0,0e+00","0,00000000000000e+00","0,00000000000000",0.0,0.0,2.0,,3,1,1,2,1,,,,,,,"-25523,0000000000",-25523.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-44,0,2,False
10375,1,1,0.0,"-3,50e+07","-1,0e+06","1,77326086956522e-01","154,89847826086958",-500000.0,150000.0,24.0,66.0,20,5,2,3,2,24.0,0.0,0.0,0.0,0.0,20.0,"-25717,0000000000",-25948.0,0.0,0.0,2,0.0,2.0,7,5,0,0,-4,0,2,False
10376,1,0,0.0,"-5,00e+06","-1,0e+06","4,82112500000000e-01","94,08857142857143",-500000.0,0.0,2.0,4.0,11,2,2,3,2,,,,,,,"-25522,0000000000",-25522.0,0.0,0.0,0,0.0,0.0,4,5,0,1,-45,0,1,False
10377,0,0,,,,,,,0.0,1.0,1.0,3,1,2,2,2,,,,,,,"-25417,0000000000",-25417.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-150,0,2,False
10380,1,0,0.0,"-1,25e+08","-9,0e+06","2,84867264573991e-01","54,03669724770642",-2500000.0,50000.0,273.0,104.0,223,44,14,18,12,36.0,6.0,1.0,0.0,0.0,26.0,,,1.0,2.0,1,0.0,0.0,6,15,1,1,-15,0,1,False
10381,1,1,0.0,"-5,00e+06","-1,0e+06","4,89850000000000e-02","233,13000000000000",-500000.0,0.0,9.0,21.0,12,2,2,2,1,14.0,6.0,0.0,0.0,0.0,1173.0,"-25561,0000000000",-25561.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-6,0,2,False
10382,1,0,0.0,"-5,00e+06","-1,0e+06","4,56600000000000e-01","193,53923076923076",0.0,0.0,37.0,12.0,21,4,9,10,9,16.0,2.0,1.0,0.0,1.0,82.0,"-25516,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,3,10,0,0,-4,0,2,True
10383,0,0,,,,,,,0.0,3.0,2.0,6,1,3,3,2,,,,,,,"-25565,0000000000",-25565.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-2,0,2,False
10384,0,0,-200000.0,"-5,00e+06","-1,0e+06","4,03500000000000e-01","21,78800000000000",-500000.0,0.0,9.0,24.0,9,3,4,4,2,13.0,0.0,0.0,0.0,0.0,4.0,"-25563,0000000000",-25563.0,0.0,1.0,0,0.0,0.0,4,5,0,0,6,0,2,False
10385,1,1,0.0,"-5,00e+06","-1,0e+06","2,43600000000000e-01","136,85909090909090",-500000.0,50000.0,8.0,9.0,8,2,2,2,2,11.0,0.0,0.0,0.0,0.0,31.0,"-25564,0000000000",-25564.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-3,0,2,False
10386,1,1,400000.0,"-5,00e+06","-1,0e+06","4,06329032258064e-01","153,46645161290323",-500000.0,350000.0,13.0,47.0,37,2,6,7,6,15.0,0.0,0.0,0.0,0.0,396.0,"-25796,5000000000",-26039.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-13,0,2,True
10387,0,0,0.0,"0,00e+00","-1,0e+06","1,00000000000000e+00","1,84500000000000",0.0,0.0,10.0,,11,1,7,7,1,11.0,0.0,0.0,0.0,0.0,12.0,"-25546,0000000000",-25546.0,0.0,0.0,0,0.0,0.0,8,10,0,0,-21,0,2,True
10390,1,1,0.0,"-5,00e+06","-1,0e+06","3,73980000000000e-01","53,45600000000000",-500000.0,250000.0,2.0,6.0,9,1,2,2,2,4.0,2.0,2.0,0.0,0.0,700.0,"-25446,0000000000",-25446.0,0.0,0.0,0,0.0,0.0,4,10,0,0,0,0,2,True
10391,1,1,1400000.0,"-5,00e+06","0,0e+00","0,00000000000000e+00","448,87000000000000",0.0,250000.0,5.0,5.0,4,2,3,3,3,13.0,0.0,0.0,0.0,0.0,43.0,"-25578,0000000000",-25638.0,0.0,0.0,0,0.0,0.0,8,10,0,0,-48,0,2,False
10392,1,1,0.0,"-5,00e+06","-1,0e+06","1,00000000000000e-04","380,93500000000000",-500000.0,0.0,7.0,17.0,12,2,3,3,2,13.0,0.0,0.0,0.0,0.0,160.0,"-25608,5000000000",-25663.0,0.0,1.0,0,0.0,0.0,5,10,0,0,-13,0,2,True
10393,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,"-25505,0000000000",-25505.0,,,1,,1.0,6,10,0,0,-62,0,2,True
10394,1,1,200000.0,"-5,00e+06","-1,0e+06","2,75175000000000e-01","120,90500000000000",-500000.0,0.0,2.0,14.0,15,1,3,3,3,14.0,0.0,0.0,0.0,0.0,4270.0,"-25564,0000000000",-25564.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-3,0,2,False
10395,0,0,,,,,,,0.0,1.0,,2,1,2,2,2,,,,,,,"-25566,0000000000",-25566.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-1,0,2,True
10398,1,1,0.0,"-5,00e+06","-4,0e+06","4,11365979381443e-01","63,13556701030928",-500000.0,0.0,45.0,119.0,60,4,7,13,7,15.0,2.0,1.0,0.0,2.0,29.0,"-25508,0000000000",-25508.0,0.0,0.0,0,0.0,0.0,6,5,1,0,-59,0,2,False
10399,0,0,0.0,,"-1,0e+06","5,34525000000000e-01","10,24500000000000",-500000.0,0.0,2.0,7.0,8,1,1,1,1,11.0,0.0,0.0,0.0,0.0,524.0,"-25372,0000000000",-25372.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-150,0,2,False
10403,0,0,0.0,"-5,00e+06","-1,0e+06","5,90550000000000e-01","82,31500000000000",-500000.0,0.0,2.0,4.0,4,2,1,2,1,,,,,,,"-25496,0000000000",-25496.0,0.0,0.0,0,0.0,0.0,5,10,0,0,-71,0,2,False
10405,1,1,0.0,"-5,00e+06","-1,0e+06","3,15982692307692e-01","63,50040816326531",-500000.0,0.0,56.0,24.0,65,5,8,12,8,20.0,4.0,1.0,0.0,0.0,25.0,"-25489,0000000000",-25489.0,0.0,0.0,0,0.0,0.0,6,10,0,0,0,0,2,False
10406,0,1,0.0,"-5,00e+06","-1,0e+06","5,96033333333333e-01","32,96000000000000",-500000.0,0.0,6.0,10.0,4,4,3,3,3,11.0,0.0,0.0,0.0,0.0,211.0,"-25351,0000000000",-25351.0,0.0,0.0,2,0.0,0.0,6,5,1,0,-216,0,2,False
10407,1,0,800000.0,"-5,00e+06","-1,0e+06","3,33333333333333e-01","355,03333333333336",0.0,0.0,6.0,,8,2,3,3,3,14.0,6.0,2.0,0.0,0.0,776.0,"-25877,5000000000",-26202.0,0.0,0.0,0,1.0,0.0,5,10,0,0,-4,0,2,False
10408,1,0,0.0,"-5,00e+06","-1,0e+06","3,64157142857143e-01","66,07857142857142",-500000.0,0.0,2.0,11.0,16,1,3,3,1,5.0,0.0,0.0,0.0,0.0,7.0,"-25547,0000000000",-25547.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-3,1,2,False
10409,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,1,,,9,15,0,1,-44,0,1,False
10411,1,0,0.0,"-5,00e+06","-1,0e+06","2,65930769230769e-01","112,24900000000000",-500000.0,0.0,5.0,12.0,12,3,4,4,4,11.0,0.0,0.0,0.0,0.0,148.0,"-25561,0000000000",-25561.0,0.0,1.0,1,1.0,1.0,5,10,0,0,-6,0,2,True
10412,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,1,,,9,15,0,1,-271,0,1,False
10414,1,1,0.0,"-5,00e+06","-1,0e+06","6,49150000000000e-01","40,31500000000000",-500000.0,0.0,3.0,,4,1,2,2,1,2.0,0.0,0.0,0.0,0.0,551.0,"-25548,0000000000",-25548.0,0.0,1.0,0,0.0,0.0,5,10,0,0,-19,0,2,True
10417,0,0,0.0,"-5,00e+06","0,0e+00","0,00000000000000e+00","94,67000000000000",0.0,0.0,3.0,,4,1,3,3,3,,,,,,,"-25565,0000000000",-25565.0,0.0,0.0,0,0.0,0.0,4,10,0,0,-2,0,2,False
10418,0,0,-200000.0,"-5,00e+06","-1,0e+06","3,51666666666667e-01","69,24000000000001",-500000.0,0.0,6.0,1.0,6,2,4,4,1,1.0,0.0,0.0,0.0,0.0,844.0,"-25556,0000000000",-25556.0,0.0,0.0,0,0.0,0.0,6,10,0,0,-11,0,2,False
10419,1,1,0.0,"-5,00e+06","-1,0e+06","1,22166666666667e-01","205,59999999999999",-500000.0,0.0,1.0,12.0,12,1,2,3,2,,,,,,,"-25489,0000000000",-25489.0,0.0,0.0,0,0.0,0.0,7,10,0,0,-78,0,2,False
